Station, Line, Date, Swipes
JUNCTION BLVD, 7, 11/27/2016, 11416
METS-WILLETS PT, 7, 11/27/2016, 1145
VERNON-JACKSON, 7, 11/27/2016, 5991
116 ST, 23, 11/27/2016, 5860
125 ST, 23, 11/27/2016, 7268
135 ST, 23, 11/27/2016, 6886
BERGEN ST, 23, 11/27/2016, 1655
CENTRAL PK N110, 23, 11/27/2016, 4507
CLARK ST, 23, 11/27/2016, 2790
EASTN PKWY-MUSM, 23, 11/27/2016, 2220
GRAND ARMY PLAZ, 23, 11/27/2016, 2902
HOYT ST, 23, 11/27/2016, 3450
WALL ST, 23, 11/27/2016, 4236
174 ST, 25, 11/27/2016, 3183
219 ST, 25, 11/27/2016, 650
225 ST, 25, 11/27/2016, 1461
233 ST, 25, 11/27/2016, 1658
3 AV-149 ST, 25, 11/27/2016, 9432
ALLERTON AV, 25, 11/27/2016, 1819
BEVERLY RD, 25, 11/27/2016, 1885
BRONX PARK EAST, 25, 11/27/2016, 580
BURKE AV, 25, 11/27/2016, 1144
CHURCH AV, 25, 11/27/2016, 3632
E 180 ST, 25, 11/27/2016, 3492
FLATBUSH AV-B.C, 25, 11/27/2016, 6447
FREEMAN ST, 25, 11/27/2016, 2108
GUN HILL RD, 25, 11/27/2016, 4146
INTERVALE AV, 25, 11/27/2016, 1341
JACKSON AV, 25, 11/27/2016, 2480
NEREID AV, 25, 11/27/2016, 945
NEWKIRK AV, 25, 11/27/2016, 2818
PELHAM PKWY, 25, 11/27/2016, 2896
PRESIDENT ST, 25, 11/27/2016, 1365
PROSPECT AV, 25, 11/27/2016, 3422
SIMPSON ST, 25, 11/27/2016, 4100
STERLING ST, 25, 11/27/2016, 2446
WEST FARMS SQ, 25, 11/27/2016, 3193
WINTHROP ST, 25, 11/27/2016, 2046
CROWN HTS-UTICA, 34, 11/27/2016, 13039
138/GRAND CONC, 45, 11/27/2016, 1193
BOWLING GREEN, 45, 11/27/2016, 8813
WALL ST, 45, 11/27/2016, 4064
34 ST-PENN STA, 123, 11/27/2016, 14744
72 ST, 123, 11/27/2016, 18670
96 ST, 123, 11/27/2016, 17847
CHAMBERS ST, 123, 11/27/2016, 5417
149/GRAND CONC, 245, 11/27/2016, 5078
125 ST, 456, 11/27/2016, 11715
86 ST, 456, 11/27/2016, 24910
NEVINS ST, 2345, 11/27/2016, 3422
TIMES SQ-42 ST, 1237ACENQRSW, 11/27/2016, 39170
34 ST-PENN STA, 123ACE, 11/27/2016, 27707
14 ST, 123FLM, 11/27/2016, 11528
59 ST COLUMBUS, 1ABCD, 11/27/2016, 6100
168 ST, 1AC, 11/27/2016, 4791
SOUTH FERRY, 1RW, 11/27/2016, 7066
FULTON ST, 2345ACJZ, 11/27/2016, 21362
ATL AV-BARCLAY, 2345BDNQR, 11/27/2016, 9632
BOROUGH HALL, 2345R, 11/27/2016, 8833
FRANKLIN AV, 2345S, 11/27/2016, 5938
PARK PLACE, 23ACE, 11/27/2016, 921
GRD CNTRL-42 ST, 4567S, 11/27/2016, 44661
BROOKLYN BRIDGE, 456JZ, 11/27/2016, 6120
14 ST-UNION SQ, 456LNQRW, 11/27/2016, 15166
59 ST, 456NQRW, 11/27/2016, 18160
161/YANKEE STAD, 4BD, 11/27/2016, 3804
BLEECKER ST, 6DF, 11/27/2016, 6617
5 AVE, 7BDFM, 11/27/2016, 4601
74 ST-BROADWAY, 7EFMR, 11/27/2016, 2165
QUEENSBORO PLZ, 7NQW, 11/27/2016, 5301
104 ST, A, 11/27/2016, 584
111 ST, A, 11/27/2016, 697
175 ST, A, 11/27/2016, 5829
181 ST, A, 11/27/2016, 4621
190 ST, A, 11/27/2016, 2036
80 ST, A, 11/27/2016, 1775
88 ST, A, 11/27/2016, 934
AQUEDUCT N.COND, A, 11/27/2016, 367
AQUEDUCT RACETR, A, 11/27/2016, 1742
BEACH 25 ST, A, 11/27/2016, 789
BEACH 36 ST, A, 11/27/2016, 422
BEACH 44 ST, A, 11/27/2016, 332
BEACH 60 ST, A, 11/27/2016, 1242
BEACH 67 ST, A, 11/27/2016, 1198
DYCKMAN ST, A, 11/27/2016, 2825
FAR ROCKAWAY, A, 11/27/2016, 2442
GRANT AV, A, 11/27/2016, 2957
HOWARD BCH JFK, A, 11/27/2016, 2817
INWOOD-207 ST, A, 11/27/2016, 3426
OZONE PK LEFFRT, A, 11/27/2016, 2689
ROCKAWAY BLVD, A, 11/27/2016, 2828
145 ST, ABCD, 11/27/2016, 11830
59 ST COLUMBUS, ABCD1, 11/27/2016, 22793
W 4 ST-WASH SQ, ABCDEFM, 11/27/2016, 15861
EUCLID AV, AC, 11/27/2016, 4929
HIGH ST, AC, 11/27/2016, 3557
NOSTRAND AV, AC, 11/27/2016, 8273
UTICA AV, AC, 11/27/2016, 7315
168 ST, AC1, 11/27/2016, 6062
125 ST, ACBD, 11/27/2016, 15444
34 ST-PENN STA, ACE, 11/27/2016, 39861
CANAL ST, ACE, 11/27/2016, 6332
CHAMBERS ST, ACE23, 11/27/2016, 6584
WORLD TRADE CTR, ACE23, 11/27/2016, 5753
14 ST, ACEL, 11/27/2016, 7014
8 AV, ACEL, 11/27/2016, 11832
42 ST-PORT AUTH, ACENQRS1237W, 11/27/2016, 51814
TIMES SQ-42 ST, ACENQRS1237W, 11/27/2016, 2782
JAY ST-METROTEC, ACF, 11/27/2016, 11619
HOYT-SCHER, ACG, 11/27/2016, 3982
BROADWAY JCT, ACJLZ, 11/27/2016, 4567
FULTON ST, ACJZ2345, 11/27/2016, 7740
FRANKLIN AV, ACS, 11/27/2016, 2696
BEACH 105 ST, AS, 11/27/2016, 55
BEACH 90 ST, AS, 11/27/2016, 306
BEACH 98 ST, AS, 11/27/2016, 143
BROAD CHANNEL, AS, 11/27/2016, 67
ROCKAWAY PARK B, AS, 11/27/2016, 241
103 ST, BC, 11/27/2016, 1578
116 ST, BC, 11/27/2016, 1954
135 ST, BC, 11/27/2016, 1522
72 ST, BC, 11/27/2016, 2774
81 ST-MUSEUM, BC, 11/27/2016, 5192
86 ST, BC, 11/27/2016, 2613
96 ST, BC, 11/27/2016, 2271
CATHEDRAL PKWY, BC, 11/27/2016, 2617
155 ST, BD, 11/27/2016, 2017
167 ST, BD, 11/27/2016, 5568
170 ST, BD, 11/27/2016, 3615
174-175 STS, BD, 11/27/2016, 2801
182-183 STS, BD, 11/27/2016, 2849
BEDFORD PK BLVD, BD, 11/27/2016, 3103
FORDHAM RD, BD, 11/27/2016, 5880
GRAND ST, BD, 11/27/2016, 14168
KINGSBRIDGE RD, BD, 11/27/2016, 3556
TREMONT AV, BD, 11/27/2016, 4560
161/YANKEE STAD, BD4, 11/27/2016, 7352
7 AV, BDE, 11/27/2016, 4835
47-50 STS ROCK, BDFM, 11/27/2016, 16707
42 ST-BRYANT PK, BDFM7, 11/27/2016, 12544
34 ST-HERALD SQ, BDFMNQRW, 11/27/2016, 57751
B'WAY-LAFAYETTE, BDFQ6, 11/27/2016, 8852
DEKALB AV, BDNQR, 11/27/2016, 6743
ATL AV-BARCLAY, BDNQR2345, 11/27/2016, 15188
7 AV, BQ, 11/27/2016, 3147
AVENUE H, BQ, 11/27/2016, 615
AVENUE J, BQ, 11/27/2016, 2377
AVENUE M, BQ, 11/27/2016, 1956
AVENUE U, BQ, 11/27/2016, 3740
BEVERLEY ROAD, BQ, 11/27/2016, 648
BRIGHTON BEACH, BQ, 11/27/2016, 5170
CHURCH AV, BQ, 11/27/2016, 9419
CORTELYOU RD, BQ, 11/27/2016, 1888
KINGS HWY, BQ, 11/27/2016, 7901
NECK RD, BQ, 11/27/2016, 2033
NEWKIRK PLAZA, BQ, 11/27/2016, 5536
PARKSIDE AV, BQ, 11/27/2016, 1237
SHEEPSHEAD BAY, BQ, 11/27/2016, 4581
PROSPECT PARK, BQS, 11/27/2016, 5661
155 ST, C, 11/27/2016, 1340
163 ST-AMSTERDM, C, 11/27/2016, 2168
CLINTON-WASH AV, C, 11/27/2016, 2428
KINGSTON-THROOP, C, 11/27/2016, 2905
LAFAYETTE AV, C, 11/27/2016, 2276
LIBERTY AV, C, 11/27/2016, 1126
RALPH AV, C, 11/27/2016, 2570
ROCKAWAY AV, C, 11/27/2016, 2313
SHEPHERD AV, C, 11/27/2016, 1456
VAN SICLEN AVE, C, 11/27/2016, 1398
23 ST, CE, 11/27/2016, 5668
50 ST, CE, 11/27/2016, 8105
SPRING ST, CE, 11/27/2016, 2729
18 AV, D, 11/27/2016, 3173
20 AV, D, 11/27/2016, 2635
25 AV, D, 11/27/2016, 2850
50 ST, D, 11/27/2016, 1671
55 ST, D, 11/27/2016, 1096
71 ST, D, 11/27/2016, 3257
79 ST, D, 11/27/2016, 3019
9 AV, D, 11/27/2016, 3077
BAY 50 ST, D, 11/27/2016, 1345
BAY PKWY, D, 11/27/2016, 4037
FT HAMILTON PKY, D, 11/27/2016, 2058
NORWOOD 205 ST, D, 11/27/2016, 4088
4 AV-9 ST, DFGMNR, 11/27/2016, 1588
4AV-9 ST, DFGMNR, 11/27/2016, 3644
CONEY IS-STILLW, DFNQ, 11/27/2016, 6498
36 ST, DNR, 11/27/2016, 5631
JAMAICA VAN WK, E, 11/27/2016, 1755
JFK JAMAICA CT1, E, 11/27/2016, 69733
75 AV, EF, 11/27/2016, 1317
BRIARWOOD, EF, 11/27/2016, 1868
KEW GARDENS, EF, 11/27/2016, 8945
FOREST HILLS 71, EFMR, 11/27/2016, 10738
JKSN HT-ROOSVLT, EFMR7, 11/27/2016, 27896
JAMAICA CENTER, EJZ, 11/27/2016, 14989
SUTPHIN-ARCHER, EJZ, 11/27/2016, 13112
5 AV/53 ST, EM, 11/27/2016, 4906
LEXINGTON AV/53, EM6, 11/27/2016, 8874
COURT SQ, EMG, 11/27/2016, 1661
COURT SQ-23 ST, EMG, 11/27/2016, 2557
QUEENS PLAZA, EMR, 11/27/2016, 3298
169 ST, F, 11/27/2016, 3883
18 AV, F, 11/27/2016, 2024
2 AV, F, 11/27/2016, 8855
21 ST-QNSBRIDGE, F, 11/27/2016, 4322
57 ST, F, 11/27/2016, 5389
AVENUE I, F, 11/27/2016, 743
AVENUE N, F, 11/27/2016, 1151
AVENUE P, F, 11/27/2016, 1090
AVENUE U, F, 11/27/2016, 839
AVENUE X, F, 11/27/2016, 903
BAY PKWY, F, 11/27/2016, 467
DITMAS AV, F, 11/27/2016, 1697
EAST BROADWAY, F, 11/27/2016, 8285
JAMAICA 179 ST, F, 11/27/2016, 6873
KINGS HWY, F, 11/27/2016, 1910
LEXINGTON AV/63, F, 11/27/2016, 3274
NEPTUNE AV, F, 11/27/2016, 568
PARSONS BLVD, F, 11/27/2016, 2759
ROOSEVELT ISLND, F, 11/27/2016, 3429
SUTPHIN BLVD, F, 11/27/2016, 1815
YORK ST, F, 11/27/2016, 3576
15 ST-PROSPECT, FG, 11/27/2016, 2381
7 AV, FG, 11/27/2016, 4148
BERGEN ST, FG, 11/27/2016, 4777
CARROLL ST, FG, 11/27/2016, 4007
CHURCH AV, FG, 11/27/2016, 4953
FT HAMILTON PKY, FG, 11/27/2016, 2126
SMITH-9 ST, FG, 11/27/2016, 1968
DELANCEY/ESSEX, FJMZ, 11/27/2016, 11328
14 ST, FLM123, 11/27/2016, 6657
6 AV, FLM123, 11/27/2016, 2681
23 ST, FM, 11/27/2016, 8992
W 8 ST-AQUARIUM, FQ, 11/27/2016, 740
21 ST, G, 11/27/2016, 871
BEDFORD-NOSTRAN, G, 11/27/2016, 3750
BROADWAY, G, 11/27/2016, 2018
CLASSON AV, G, 11/27/2016, 2107
CLINTON-WASH AV, G, 11/27/2016, 1736
FLUSHING AV, G, 11/27/2016, 1159
FULTON ST, G, 11/27/2016, 2572
GREENPOINT AV, G, 11/27/2016, 3579
MYRTLE-WILLOUGH, G, 11/27/2016, 2622
NASSAU ST, G, 11/27/2016, 3238
METROPOLITAN AV, GL, 11/27/2016, 5089
111 ST, J, 11/27/2016, 1064
85 ST-FOREST PK, J, 11/27/2016, 1811
ALABAMA AV, J, 11/27/2016, 1194
CLEVELAND ST, J, 11/27/2016, 1557
CYPRESS HILLS, J, 11/27/2016, 598
HALSEY ST, J, 11/27/2016, 3124
KOSCIUSZKO ST, J, 11/27/2016, 2535
FLUSHING AV, JM, 11/27/2016, 3542
HEWES ST, JM, 11/27/2016, 1254
LORIMER ST, JM, 11/27/2016, 2382
MARCY AV, JMZ, 11/27/2016, 5428
MYRTLE AV, JMZ, 11/27/2016, 5037
CANAL ST, JNQRZ6W, 11/27/2016, 23549
104 ST, JZ, 11/27/2016, 1142
121 ST, JZ, 11/27/2016, 1144
75 ST-ELDERTS, JZ, 11/27/2016, 1576
BOWERY, JZ, 11/27/2016, 2623
BROAD ST, JZ, 11/27/2016, 1286
CHAUNCEY ST, JZ, 11/27/2016, 1440
CRESCENT ST, JZ, 11/27/2016, 2355
GATES AV, JZ, 11/27/2016, 3125
NORWOOD AV, JZ, 11/27/2016, 1591
VAN SICLEN AV, JZ, 11/27/2016, 1520
WOODHAVEN BLVD, JZ, 11/27/2016, 2223
CHAMBERS ST, JZ456, 11/27/2016, 2323
1 AV, L, 11/27/2016, 9744
3 AV, L, 11/27/2016, 3598
ATLANTIC AV, L, 11/27/2016, 730
BEDFORD AV, L, 11/27/2016, 15468
BUSHWICK AV, L, 11/27/2016, 1095
CANARSIE-ROCKAW, L, 11/27/2016, 4645
DEKALB AV, L, 11/27/2016, 6062
EAST 105 ST, L, 11/27/2016, 1365
GRAHAM AV, L, 11/27/2016, 4334
GRAND ST, L, 11/27/2016, 2571
HALSEY ST, L, 11/27/2016, 3951
JEFFERSON ST, L, 11/27/2016, 3870
LIVONIA AV, L, 11/27/2016, 1375
MONTROSE AV, L, 11/27/2016, 3477
MORGAN AV, L, 11/27/2016, 4175
NEW LOTS, L, 11/27/2016, 2285
SUTTER AV, L, 11/27/2016, 1971
WILSON AV, L, 11/27/2016, 2355
LORIMER ST, LG, 11/27/2016, 2659
MYRTLE-WYCKOFF, LM, 11/27/2016, 10566
14 ST-UNION SQ, LNQR456W, 11/27/2016, 29844
CENTRAL AV, M, 11/27/2016, 1122
FOREST AVE, M, 11/27/2016, 1335
FRESH POND RD, M, 11/27/2016, 1913
KNICKERBOCKER, M, 11/27/2016, 1483
METROPOLITAN AV, M, 11/27/2016, 1814
SENECA AVE, M, 11/27/2016, 950
36 ST, MR, 11/27/2016, 785
46 ST, MR, 11/27/2016, 3189
63 DR-REGO PARK, MR, 11/27/2016, 6882
65 ST, MR, 11/27/2016, 1379
67 AV, MR, 11/27/2016, 2736
ELMHURST AV, MR, 11/27/2016, 6177
GRAND-NEWTOWN, MR, 11/27/2016, 8309
NORTHERN BLVD, MR, 11/27/2016, 2216
STEINWAY ST, MR, 11/27/2016, 5742
WOODHAVEN BLVD, MR, 11/27/2016, 9856
18 AV, N, 11/27/2016, 1082
20 AV, N, 11/27/2016, 415
8 AV, N, 11/27/2016, 9195
86 ST, N, 11/27/2016, 645
AVENUE U, N, 11/27/2016, 713
BAY PKWY, N, 11/27/2016, 6023
FT HAMILTON PKY, N, 11/27/2016, 611
KINGS HWY, N, 11/27/2016, 612
NEW UTRECHT AV, ND, 11/27/2016, 2440
59 ST, NQR456W, 11/27/2016, 6958
49 ST, NQRW, 11/27/2016, 11938
5 AV/59 ST, NQRW, 11/27/2016, 7848
57 ST-7 AV, NQRW, 11/27/2016, 11838
30 AV, NQW, 11/27/2016, 6412
36 AV, NQW, 11/27/2016, 3142
39 AV, NQW, 11/27/2016, 1395
ASTORIA BLVD, NQW, 11/27/2016, 5094
ASTORIA DITMARS, NQW, 11/27/2016, 6819
BROADWAY, NQW, 11/27/2016, 5979
23 ST, NRW, 11/27/2016, 8496
28 ST, NRW, 11/27/2016, 4717
59 ST, NRW, 11/27/2016, 6867
8 ST-NYU, NRW, 11/27/2016, 7818
CITY HALL, NRW, 11/27/2016, 1
PRINCE ST, NRW, 11/27/2016, 9967
RECTOR ST, NRW, 11/27/2016, 15
OCEAN PKWY, Q, 11/27/2016, 1487
25 ST, R, 11/27/2016, 1660
45 ST, R, 11/27/2016, 3068
53 ST, R, 11/27/2016, 3168
77 ST, R, 11/27/2016, 2106
86 ST, R, 11/27/2016, 5296
BAY RIDGE AV, R, 11/27/2016, 3419
BAY RIDGE-95 ST, R, 11/27/2016, 2235
JAY ST-METROTEC, R, 11/27/2016, 5
PROSPECT AV, R, 11/27/2016, 1817
RIT-MANHATTAN, R, 11/27/2016, 2368
RIT-ROOSEVELT, R, 11/27/2016, 2522
UNION ST, R, 11/27/2016, 2301
WHITEHALL S-FRY, R1W, 11/27/2016, 8
BOROUGH HALL, R2345, 11/27/2016, 1
CORTLANDT ST, RNW, 11/27/2016, 1
PARK PLACE, S, 11/27/2016, 603
BOTANIC GARDEN, S2345, 11/27/2016, 478
103 ST, 1, 11/28/2016, 11459
116 ST-COLUMBIA, 1, 11/28/2016, 13273
125 ST, 1, 11/28/2016, 7364
137 ST CITY COL, 1, 11/28/2016, 14275
145 ST, 1, 11/28/2016, 9847
14TH STREET, 1, 11/28/2016, 8005
157 ST, 1, 11/28/2016, 10312
18 ST, 1, 11/28/2016, 8288
181 ST, 1, 11/28/2016, 12087
191 ST, 1, 11/28/2016, 8969
207 ST, 1, 11/28/2016, 6856
215 ST, 1, 11/28/2016, 2163
23 ST, 1, 11/28/2016, 11753
231 ST, 1, 11/28/2016, 10127
238 ST, 1, 11/28/2016, 4403
28 ST, 1, 11/28/2016, 12705
50 ST, 1, 11/28/2016, 23899
66 ST-LINCOLN, 1, 11/28/2016, 21491
79 ST, 1, 11/28/2016, 13862
86 ST, 1, 11/28/2016, 17812
9TH STREET, 1, 11/28/2016, 3513
CANAL ST, 1, 11/28/2016, 4908
CATHEDRAL PKWY, 1, 11/28/2016, 11033
CHRISTOPHER ST, 1, 11/28/2016, 11793
CITY / BUS, 1, 11/28/2016, 14516
DYCKMAN ST, 1, 11/28/2016, 7736
EXCHANGE PLACE, 1, 11/28/2016, 16936
FRANKLIN ST, 1, 11/28/2016, 4763
GROVE STREET, 1, 11/28/2016, 19283
HARRISON, 1, 11/28/2016, 8778
HOUSTON ST, 1, 11/28/2016, 12841
JOURNAL SQUARE, 1, 11/28/2016, 20386
LACKAWANNA, 1, 11/28/2016, 8267
MARBLE HILL-225, 1, 11/28/2016, 6071
NEWARK BM BW, 1, 11/28/2016, 15022
NEWARK C, 1, 11/28/2016, 6311
NEWARK HM HE, 1, 11/28/2016, 0
NEWARK HW BMEBE, 1, 11/28/2016, 5074
PAVONIA/NEWPORT, 1, 11/28/2016, 18903
RECTOR ST, 1, 11/28/2016, 9121
ST. GEORGE, 1, 11/28/2016, 14989
THIRTY ST, 1, 11/28/2016, 7706
THIRTY THIRD ST, 1, 11/28/2016, 20679
TOMPKINSVILLE, 1, 11/28/2016, 750
TWENTY THIRD ST, 1, 11/28/2016, 8935
V.CORTLANDT PK, 1, 11/28/2016, 7726
WAKEFIELD/241, 2, 11/28/2016, 5179
145 ST, 3, 11/28/2016, 3633
HARLEM 148 ST, 3, 11/28/2016, 4143
KINGSTON AV, 3, 11/28/2016, 5143
NEW LOTS AV, 3, 11/28/2016, 6626
NOSTRAND AV, 3, 11/28/2016, 4166
PENNSYLVANIA AV, 3, 11/28/2016, 2
ROCKAWAY AV, 3, 11/28/2016, 6971
SARATOGA AV, 3, 11/28/2016, 6446
VAN SICLEN AV, 3, 11/28/2016, 6596
167 ST, 4, 11/28/2016, 10069
170 ST, 4, 11/28/2016, 9559
176 ST, 4, 11/28/2016, 6693
183 ST, 4, 11/28/2016, 6461
BEDFORD PK BLVD, 4, 11/28/2016, 6595
BURNSIDE AV, 4, 11/28/2016, 12287
FORDHAM RD, 4, 11/28/2016, 12634
KINGSBRIDGE RD, 4, 11/28/2016, 10106
MOSHOLU PKWY, 4, 11/28/2016, 8930
MT EDEN AV, 4, 11/28/2016, 5641
WOODLAWN, 4, 11/28/2016, 7615
BAYCHESTER AV, 5, 11/28/2016, 4009
EASTCHSTER/DYRE, 5, 11/28/2016, 4855
GUN HILL RD, 5, 11/28/2016, 6043
MORRIS PARK, 5, 11/28/2016, 2574
PELHAM PKWY, 5, 11/28/2016, 3419
103 ST, 6, 11/28/2016, 15293
110 ST, 6, 11/28/2016, 12555
116 ST, 6, 11/28/2016, 15827
23 ST, 6, 11/28/2016, 27171
28 ST, 6, 11/28/2016, 20462
3 AV 138 ST, 6, 11/28/2016, 8085
33 ST, 6, 11/28/2016, 27070
51 ST, 6, 11/28/2016, 20937
68ST-HUNTER CO, 6, 11/28/2016, 132680
77 ST, 6, 11/28/2016, 32174
96 ST, 6, 11/28/2016, 25396
ASTOR PL, 6, 11/28/2016, 13710
BROOK AV, 6, 11/28/2016, 6224
BUHRE AV, 6, 11/28/2016, 3715
CASTLE HILL AV, 6, 11/28/2016, 7200
CYPRESS AV, 6, 11/28/2016, 4012
E 143/ST MARY'S, 6, 11/28/2016, 1099
E 149 ST, 6, 11/28/2016, 4827
ELDER AV, 6, 11/28/2016, 6692
HUNTS POINT AV, 6, 11/28/2016, 10326
LONGWOOD AV, 6, 11/28/2016, 3592
MIDDLETOWN RD, 6, 11/28/2016, 2262
MORISN AV/SNDVW, 6, 11/28/2016, 7057
PARKCHESTER, 6, 11/28/2016, 16545
PELHAM BAY PARK, 6, 11/28/2016, 7566
SPRING ST, 6, 11/28/2016, 10149
ST LAWRENCE AV, 6, 11/28/2016, 4364
WESTCHESTER SQ, 6, 11/28/2016, 7211
WHITLOCK AV, 6, 11/28/2016, 2018
ZEREGA AV, 6, 11/28/2016, 2733
103 ST-CORONA, 7, 11/28/2016, 21135
111 ST, 7, 11/28/2016, 11495
33 ST-RAWSON ST, 7, 11/28/2016, 15768
34 ST-HUDSON YD, 7, 11/28/2016, 9909
40 ST LOWERY ST, 7, 11/28/2016, 11137
46 ST BLISS ST, 7, 11/28/2016, 14141
52 ST, 7, 11/28/2016, 6375
61 ST WOODSIDE, 7, 11/28/2016, 16281
69 ST, 7, 11/28/2016, 4966
82 ST-JACKSON H, 7, 11/28/2016, 16448
90 ST-ELMHURST, 7, 11/28/2016, 17414
COURT SQ, 7, 11/28/2016, 4619
FLUSHING-MAIN, 7, 11/28/2016, 61346
HUNTERS PT AV, 7, 11/28/2016, 7856
JUNCTION BLVD, 7, 11/28/2016, 22155
METS-WILLETS PT, 7, 11/28/2016, 2307
VERNON-JACKSON, 7, 11/28/2016, 15066
116 ST, 23, 11/28/2016, 11012
125 ST, 23, 11/28/2016, 14036
135 ST, 23, 11/28/2016, 14929
BERGEN ST, 23, 11/28/2016, 3787
CENTRAL PK N110, 23, 11/28/2016, 9575
CLARK ST, 23, 11/28/2016, 5640
EASTN PKWY-MUSM, 23, 11/28/2016, 4198
GRAND ARMY PLAZ, 23, 11/28/2016, 7708
HOYT ST, 23, 11/28/2016, 7819
WALL ST, 23, 11/28/2016, 26273
174 ST, 25, 11/28/2016, 7267
219 ST, 25, 11/28/2016, 3334
225 ST, 25, 11/28/2016, 4491
233 ST, 25, 11/28/2016, 5203
3 AV-149 ST, 25, 11/28/2016, 25604
ALLERTON AV, 25, 11/28/2016, 5355
BEVERLY RD, 25, 11/28/2016, 4679
BRONX PARK EAST, 25, 11/28/2016, 2736
BURKE AV, 25, 11/28/2016, 3490
CHURCH AV, 25, 11/28/2016, 9918
E 180 ST, 25, 11/28/2016, 7776
FLATBUSH AV-B.C, 25, 11/28/2016, 22312
FREEMAN ST, 25, 11/28/2016, 5080
GUN HILL RD, 25, 11/28/2016, 7514
INTERVALE AV, 25, 11/28/2016, 3374
JACKSON AV, 25, 11/28/2016, 5801
NEREID AV, 25, 11/28/2016, 3778
NEWKIRK AV, 25, 11/28/2016, 7873
PELHAM PKWY, 25, 11/28/2016, 8891
PRESIDENT ST, 25, 11/28/2016, 4389
PROSPECT AV, 25, 11/28/2016, 8054
SIMPSON ST, 25, 11/28/2016, 9480
STERLING ST, 25, 11/28/2016, 5963
WEST FARMS SQ, 25, 11/28/2016, 7563
WINTHROP ST, 25, 11/28/2016, 7406
CROWN HTS-UTICA, 34, 11/28/2016, 33313
138/GRAND CONC, 45, 11/28/2016, 3676
BOWLING GREEN, 45, 11/28/2016, 32612
WALL ST, 45, 11/28/2016, 20475
34 ST-PENN STA, 123, 11/28/2016, 36654
72 ST, 123, 11/28/2016, 34343
96 ST, 123, 11/28/2016, 34898
CHAMBERS ST, 123, 11/28/2016, 24463
149/GRAND CONC, 245, 11/28/2016, 16044
125 ST, 456, 11/28/2016, 28668
86 ST, 456, 11/28/2016, 60426
NEVINS ST, 2345, 11/28/2016, 10990
TIMES SQ-42 ST, 1237ACENQRSW, 11/28/2016, 73053
34 ST-PENN STA, 123ACE, 11/28/2016, 52214
14 ST, 123FLM, 11/28/2016, 22718
59 ST COLUMBUS, 1ABCD, 11/28/2016, 15493
168 ST, 1AC, 11/28/2016, 13492
SOUTH FERRY, 1RW, 11/28/2016, 13360
FULTON ST, 2345ACJZ, 11/28/2016, 56193
ATL AV-BARCLAY, 2345BDNQR, 11/28/2016, 21384
BOROUGH HALL, 2345R, 11/28/2016, 37719
FRANKLIN AV, 2345S, 11/28/2016, 14119
PARK PLACE, 23ACE, 11/28/2016, 3834
GRD CNTRL-42 ST, 4567S, 11/28/2016, 146989
BROOKLYN BRIDGE, 456JZ, 11/28/2016, 22657
14 ST-UNION SQ, 456LNQRW, 11/28/2016, 27029
59 ST, 456NQRW, 11/28/2016, 47264
161/YANKEE STAD, 4BD, 11/28/2016, 8971
BLEECKER ST, 6DF, 11/28/2016, 14802
5 AVE, 7BDFM, 11/28/2016, 13214
74 ST-BROADWAY, 7EFMR, 11/28/2016, 3193
QUEENSBORO PLZ, 7NQW, 11/28/2016, 12869
104 ST, A, 11/28/2016, 2047
111 ST, A, 11/28/2016, 2635
175 ST, A, 11/28/2016, 13571
181 ST, A, 11/28/2016, 10744
190 ST, A, 11/28/2016, 4700
80 ST, A, 11/28/2016, 4504
88 ST, A, 11/28/2016, 3196
AQUEDUCT N.COND, A, 11/28/2016, 1097
AQUEDUCT RACETR, A, 11/28/2016, 1356
BEACH 25 ST, A, 11/28/2016, 2188
BEACH 36 ST, A, 11/28/2016, 1066
BEACH 44 ST, A, 11/28/2016, 715
BEACH 60 ST, A, 11/28/2016, 2606
BEACH 67 ST, A, 11/28/2016, 2542
DYCKMAN ST, A, 11/28/2016, 6468
FAR ROCKAWAY, A, 11/28/2016, 5300
GRANT AV, A, 11/28/2016, 6768
HOWARD BCH JFK, A, 11/28/2016, 3555
INWOOD-207 ST, A, 11/28/2016, 9089
OZONE PK LEFFRT, A, 11/28/2016, 8311
ROCKAWAY BLVD, A, 11/28/2016, 7889
145 ST, ABCD, 11/28/2016, 25542
59 ST COLUMBUS, ABCD1, 11/28/2016, 61610
W 4 ST-WASH SQ, ABCDEFM, 11/28/2016, 31721
EUCLID AV, AC, 11/28/2016, 11452
HIGH ST, AC, 11/28/2016, 8618
NOSTRAND AV, AC, 11/28/2016, 18099
UTICA AV, AC, 11/28/2016, 15587
168 ST, AC1, 11/28/2016, 11950
125 ST, ACBD, 11/28/2016, 29123
34 ST-PENN STA, ACE, 11/28/2016, 84521
CANAL ST, ACE, 11/28/2016, 18955
CHAMBERS ST, ACE23, 11/28/2016, 35759
WORLD TRADE CTR, ACE23, 11/28/2016, 14052
14 ST, ACEL, 11/28/2016, 16819
8 AV, ACEL, 11/28/2016, 17400
42 ST-PORT AUTH, ACENQRS1237W, 11/28/2016, 94365
TIMES SQ-42 ST, ACENQRS1237W, 11/28/2016, 12989
JAY ST-METROTEC, ACF, 11/28/2016, 44803
HOYT-SCHER, ACG, 11/28/2016, 10390
BROADWAY JCT, ACJLZ, 11/28/2016, 9296
